Year_Country,Country,Year,co2,coal_co2,total_ghg,methane,nitrous_oxide,Population
2001_Luxembourg,Luxembourg,2001,9.207,0.471,9.97,0.58,0.21,440197.0
2002_Luxembourg,Luxembourg,2002,9.984,0.371,10.77,0.58,0.29,443727.0
2003_Luxembourg,Luxembourg,2003,10.459,0.346,11.1,0.56,0.28,447317.0
2004_Luxembourg,Luxembourg,2004,11.829,0.385,12.56,0.56,0.3,451822.0
2005_Luxembourg,Luxembourg,2005,12.087,0.377,12.83,0.55,0.29,457848.0
2006_Luxembourg,Luxembourg,2006,11.92,0.47,12.62,0.55,0.29,465611.0
2007_Luxembourg,Luxembourg,2007,11.317,0.408,12.03,0.56,0.29,474917.0
2008_Luxembourg,Luxembourg,2008,11.184,0.356,11.92,0.56,0.3,485403.0
2009_Luxembourg,Luxembourg,2009,10.638,0.339,11.4,0.56,0.3,496536.0
2010_Luxembourg,Luxembourg,2010,11.207,0.332,11.91,0.56,0.3,507890.0
2011_Luxembourg,Luxembourg,2011,11.102,0.315,11.82,0.54,0.31,519312.0
2012_Luxembourg,Luxembourg,2012,10.866,0.286,11.57,0.53,0.3,530855.0
2013_Luxembourg,Luxembourg,2013,10.321,0.274,11.07,0.54,0.3,542554.0
2014_Luxembourg,Luxembourg,2014,9.836,0.288,10.57,0.55,0.3,554512.0
2015_Luxembourg,Luxembourg,2015,9.348,0.288,10.05,0.55,0.3,566741.0
2016_Luxembourg,Luxembourg,2016,9.093,0.3,9.77,0.55,0.3,579266.0
1990_Madagascar,Madagascar,1990,0.93,0.033,71.76,19.77,9.19,11598647.0
1991_Madagascar,Madagascar,1991,1.01,0.033,71.88,19.78,9.21,11942809.0
1992_Madagascar,Madagascar,1992,0.981,0.033,72.17,20.05,9.26,12301338.0
1993_Madagascar,Madagascar,1993,1.006,0.037,72.62,20.41,9.32,12675469.0
1994_Madagascar,Madagascar,1994,1.247,0.033,72.61,20.14,9.33,13066544.0
1995_Madagascar,Madagascar,1995,1.288,0.026,72.82,20.3,9.38,13475403.0
1996_Madagascar,Madagascar,1996,1.341,0.026,70.93,19.43,8.93,13902697.0
1997_Madagascar,Madagascar,1997,1.623,0.033,69.72,18.88,8.53,14347860.0
1998_Madagascar,Madagascar,1998,1.711,0.033,71.84,19.78,8.89,14808791.0
1999_Madagascar,Madagascar,1999,1.818,0.022,70.99,19.47,8.6,15282524.0
2000_Madagascar,Madagascar,2000,1.867,0.026,68.34,18.43,8.02,15766806.0
2001_Madagascar,Madagascar,2001,1.736,0.026,60.19,20.47,8.85,16260933.0
2002_Madagascar,Madagascar,2002,1.232,0.026,50.71,17.41,7.62,16765122.0
2003_Madagascar,Madagascar,2003,1.681,0.026,55.05,19.09,8.95,17279139.0
2004_Madagascar,Madagascar,2004,1.79,0.026,55.36,18.87,7.94,17802992.0
2005_Madagascar,Madagascar,2005,1.727,0.044,61.05,21.95,9.94,18336722.0
2006_Madagascar,Madagascar,2006,1.667,0.04,65.72,20.13,8.95,18880265.0
2007_Madagascar,Madagascar,2007,1.724,0.026,69.66,21.5,9.98,19433520.0
2008_Madagascar,Madagascar,2008,1.78,0.033,64.34,19.46,8.91,19996476.0
2009_Madagascar,Madagascar,2009,1.706,0.037,72.07,21.76,9.58,20569115.0
2010_Madagascar,Madagascar,2010,1.872,0.106,71.76,22.23,9.84,21151640.0
2011_Madagascar,Madagascar,2011,2.381,0.407,59.6,21.88,9.92,21743970.0
2012_Madagascar,Madagascar,2012,2.748,0.696,55.63,20.51,9.67,22346641.0
2013_Madagascar,Madagascar,2013,3.215,1.13,60.22,20.59,9.51,22961259.0
2014_Madagascar,Madagascar,2014,3.162,1.019,57.28,19.87,9.23,23589897.0
2015_Madagascar,Madagascar,2015,3.231,1.052,57.44,20.4,9.68,24234080.0
2016_Madagascar,Madagascar,2016,3.253,1.025,58.85,20.62,10.15,24894370.0
1990_Malawi,Malawi,1990,0.74,0.18,18.08,9.11,1.73,9404499.0
1991_Malawi,Malawi,1991,0.786,0.164,17.36,8.22,1.84,9600361.0
1992_Malawi,Malawi,1992,0.786,0.169,16.48,7.33,1.84,9685974.0
1993_Malawi,Malawi,1993,0.88,0.18,15.74,6.46,1.87,9710335.0
1994_Malawi,Malawi,1994,0.903,0.18,14.47,5.49,1.54,9745695.0
1995_Malawi,Malawi,1995,0.907,0.176,14.91,5.74,1.73,9844418.0
1996_Malawi,Malawi,1996,0.905,0.187,15.49,5.82,1.77,10022783.0
1997_Malawi,Malawi,1997,0.947,0.191,15.55,5.81,1.77,10264906.0
1998_Malawi,Malawi,1998,0.923,0.186,15.88,6.06,1.84,10552345.0
1999_Malawi,Malawi,1999,0.922,0.143,15.7,6.07,1.82,10854325.0
2000_Malawi,Malawi,2000,0.865,0.169,16.35,6.27,1.88,11148751.0
2001_Malawi,Malawi,2001,0.791,0.121,17.87,6.88,1.87,11432001.0
2002_Malawi,Malawi,2002,0.846,0.18,17.18,6.82,2.11,11713663.0
2003_Malawi,Malawi,2003,0.903,0.169,18.1,7.42,2.31,12000183.0
2004_Malawi,Malawi,2004,0.912,0.161,17.76,7.32,2.24,12301837.0
2005_Malawi,Malawi,2005,0.905,0.158,18.75,8.1,2.44,12625950.0
2006_Malawi,Malawi,2006,0.917,0.157,17.3,7.48,2.46,12973693.0
2007_Malawi,Malawi,2007,0.969,0.158,17.66,7.49,2.66,13341808.0
2008_Malawi,Malawi,2008,1.087,0.151,18.32,7.68,2.96,13727899.0
2009_Malawi,Malawi,2009,1.093,0.14,18.03,7.41,2.83,14128161.0
2010_Malawi,Malawi,2010,1.025,0.169,19.46,7.92,3.4,14539609.0
2011_Malawi,Malawi,2011,1.14,0.245,17.14,8.09,3.38,14962118.0
2012_Malawi,Malawi,2012,1.132,0.217,18.08,8.93,3.52,15396010.0
2013_Malawi,Malawi,2013,1.163,0.22,18.77,9.33,3.6,15839287.0
2014_Malawi,Malawi,2014,1.021,0.202,19.96,9.94,4.05,16289550.0
2015_Malawi,Malawi,2015,1.12,0.227,20.64,10.75,4.01,16745305.0
2016_Malawi,Malawi,2016,1.306,0.216,21.2,11.06,4.2,17205253.0
1990_Malaysia,Malaysia,1990,54.269,5.412,210.93,29.94,7.23,18029824.0
1991_Malaysia,Malaysia,1991,65.785,6.071,218.94,30.54,7.02,18519941.0
1992_Malaysia,Malaysia,1992,72.961,6.324,226.18,31.37,7.35,19002660.0
1993_Malaysia,Malaysia,1993,86.719,5.386,229.65,32.31,7.47,19484901.0
1994_Malaysia,Malaysia,1994,90.631,6.232,236.41,33.35,7.51,19977508.0
1995_Malaysia,Malaysia,1995,113.934,6.331,244.07,34.01,7.57,20487604.0
1996_Malaysia,Malaysia,1996,113.442,7.738,252.06,33.67,7.38,21017619.0
1997_Malaysia,Malaysia,1997,122.085,6.375,262.28,35.05,8.26,21562790.0
1998_Malaysia,Malaysia,1998,114.238,6.284,292.57,44.65,10.51,22114647.0
1999_Malaysia,Malaysia,1999,108.291,5.207,269.37,35.67,8.34,22661293.0
2000_Malaysia,Malaysia,2000,126.203,7.874,279.73,36.52,8.39,23194252.0
2001_Malaysia,Malaysia,2001,133.988,9.93,306.67,35.87,8.26,23709115.0
2002_Malaysia,Malaysia,2002,135.118,12.546,325.45,38.53,9.34,24208391.0
2003_Malaysia,Malaysia,2003,156.521,18.214,334.5,39.35,9.31,24698821.0
2004_Malaysia,Malaysia,2004,171.102,31.719,360.05,42.64,10.57,25190647.0
2005_Malaysia,Malaysia,2005,181.333,26.11,374.48,44.04,11.07,25690615.0
2006_Malaysia,Malaysia,2006,178.785,26.626,202.84,41.3,10.48,26201954.0
2007_Malaysia,Malaysia,2007,182.455,29.934,229.03,43.58,11.57,26720367.0
2008_Malaysia,Malaysia,2008,201.985,38.037,240.29,42.69,12.99,27236003.0
2009_Malaysia,Malaysia,2009,200.713,46.591,243.13,48.08,14.16,27735038.0
2010_Malaysia,Malaysia,2010,215.935,55.337,252.04,45.91,12.22,28208028.0
2011_Malaysia,Malaysia,2011,216.994,55.544,128.44,45.84,9.45,28650962.0
2012_Malaysia,Malaysia,2012,215.213,59.87,128.73,45.41,10.63,29068189.0
2013_Malaysia,Malaysia,2013,242.487,57.989,147.09,46.66,10.03,29468923.0
2014_Malaysia,Malaysia,2014,244.833,57.866,179.22,51.54,11.11,29866606.0
2015_Malaysia,Malaysia,2015,231.844,66.318,163.28,48.14,10.61,30270965.0
2016_Malaysia,Malaysia,2016,250.561,71.045,161.04,48.72,10.57,30684652.0
1990_Malta,Malta,1990,2.408,0.71,2.51,0.16,0.05,362017.0
1991_Malta,Malta,1991,2.255,0.575,2.42,0.16,0.05,364991.0
1992_Malta,Malta,1992,2.315,0.485,2.44,0.18,0.06,367890.0
1993_Malta,Malta,1993,2.891,0.71,3.04,0.18,0.06,370774.0
1994_Malta,Malta,1994,2.67,0.483,2.75,0.19,0.06,373754.0
1995_Malta,Malta,1995,2.46,0.123,2.64,0.18,0.06,376893.0
1996_Malta,Malta,1996,2.578,0.0,2.55,0.19,0.05,380259.0
1997_Malta,Malta,1997,2.586,0.0,2.76,0.2,0.06,383756.0
1998_Malta,Malta,1998,2.545,0.0,2.66,0.2,0.06,387282.0
1999_Malta,Malta,1999,2.628,0.0,2.67,0.21,0.05,390626.0
2000_Malta,Malta,2000,2.546,0.0,2.38,0.22,0.05,393649.0
2001_Malta,Malta,2001,2.665,0.0,2.79,0.22,0.05,396324.0
2002_Malta,Malta,2002,2.707,0.0,2.6,0.23,0.05,398720.0
2003_Malta,Malta,2003,2.979,0.0,2.91,0.24,0.05,400858.0
2004_Malta,Malta,2004,2.846,0.0,2.92,0.24,0.05,402820.0
2005_Malta,Malta,2005,2.654,0.0,2.95,0.26,0.05,404659.0
2006_Malta,Malta,2006,2.666,0.0,3.0,0.26,0.06,406330.0
2007_Malta,Malta,2007,2.738,0.0,3.12,0.27,0.06,407854.0
2008_Malta,Malta,2008,2.747,0.0,3.06,0.19,0.06,409493.0
2009_Malta,Malta,2009,2.533,0.0,2.88,0.2,0.05,411559.0
2010_Malta,Malta,2010,2.58,0.0,3.01,0.21,0.05,414257.0
2011_Malta,Malta,2011,2.577,0.0,3.01,0.19,0.04,417720.0
2012_Malta,Malta,2012,2.761,0.0,3.15,0.2,0.05,421809.0
2013_Malta,Malta,2013,2.444,0.0,2.86,0.19,0.06,426144.0
2014_Malta,Malta,2014,2.448,0.0,2.89,0.2,0.06,430190.0
2015_Malta,Malta,2015,1.741,0.0,2.11,0.21,0.06,433559.0
2016_Malta,Malta,2016,1.405,0.0,1.92,0.22,0.05,436099.0
1990_Mauritania,Mauritania,1990,0.854,0.015,7.89,4.06,1.88,2034347.0
1991_Mauritania,Mauritania,1991,0.868,0.015,8.13,4.21,1.95,2087914.0
1992_Mauritania,Mauritania,1992,0.905,0.015,8.01,4.14,1.86,2142645.0
1993_Mauritania,Mauritania,1993,0.927,0.015,8.22,4.29,1.9,2198538.0
1994_Mauritania,Mauritania,1994,0.956,0.015,8.14,4.22,1.86,2255520.0
1995_Mauritania,Mauritania,1995,1.015,0.011,8.25,4.26,1.87,2313630.0
1996_Mauritania,Mauritania,1996,1.063,0.007,8.73,4.48,2.08,2372900.0
1997_Mauritania,Mauritania,1997,1.077,0.004,9.02,4.69,2.15,2433567.0
1998_Mauritania,Mauritania,1998,1.07,0.004,9.36,4.88,2.31,2496217.0
1990_Mauritius,Mauritius,1990,1.462,0.198,2.29,0.89,0.22,1055869.0
1991_Mauritius,Mauritius,1991,1.521,0.175,2.4,0.9,0.23,1068433.0
1992_Mauritius,Mauritius,1992,1.707,0.191,2.43,0.91,0.23,1082948.0
1993_Mauritius,Mauritius,1993,1.773,0.168,2.64,0.92,0.23,1098604.0
1994_Mauritius,Mauritius,1994,1.623,0.092,2.67,0.93,0.25,1114146.0
1995_Mauritius,Mauritius,1995,1.828,0.168,2.79,0.95,0.25,1128676.0
1996_Mauritius,Mauritius,1996,1.949,0.11,2.9,1.04,0.26,1141952.0
1997_Mauritius,Mauritius,1997,1.997,0.121,3.0,1.13,0.26,1154141.0
1998_Mauritius,Mauritius,1998,2.169,0.161,3.31,1.22,0.27,1165292.0
1999_Mauritius,Mauritius,1999,2.426,0.322,3.84,1.32,0.28,1175571.0
2000_Mauritius,Mauritius,2000,2.689,0.594,4.24,1.41,0.29,1185147.0
2001_Mauritius,Mauritius,2001,2.862,0.689,4.62,1.53,0.22,1193911.0
2002_Mauritius,Mauritius,2002,2.884,0.736,4.59,1.46,0.26,1201805.0
2003_Mauritius,Mauritius,2003,3.059,0.751,4.74,1.51,0.27,1208992.0
2004_Mauritius,Mauritius,2004,3.089,0.667,4.85,1.52,0.26,1215668.0
2005_Mauritius,Mauritius,2005,3.294,0.851,5.05,1.51,0.26,1222010.0
2006_Mauritius,Mauritius,2006,3.627,1.136,5.25,1.59,0.25,1228089.0
2007_Mauritius,Mauritius,2007,3.686,1.323,5.4,1.62,0.26,1233890.0
2008_Mauritius,Mauritius,2008,3.767,1.543,5.53,1.64,0.25,1239262.0
2009_Mauritius,Mauritius,2009,3.708,1.411,5.47,1.67,0.25,1243996.0
2010_Mauritius,Mauritius,2010,3.913,1.572,5.81,1.7,0.24,1247953.0
2011_Mauritius,Mauritius,2011,3.917,1.506,5.77,1.73,0.25,1251074.0
2012_Mauritius,Mauritius,2012,3.964,1.587,5.95,1.77,0.26,1253489.0
2013_Mauritius,Mauritius,2013,4.067,1.671,6.09,1.8,0.23,1255458.0
2014_Mauritius,Mauritius,2014,4.206,1.735,6.36,1.83,0.25,1257351.0
2015_Mauritius,Mauritius,2015,4.21,1.685,6.39,1.86,0.22,1259457.0
2016_Mauritius,Mauritius,2016,4.346,1.715,6.48,1.88,0.24,1261870.0
1990_Mexico,Mexico,1990,317.042,15.895,415.48,89.68,37.6,83943135.0
1991_Mexico,Mexico,1991,330.133,15.51,433.27,90.28,36.48,85512621.0
1992_Mexico,Mexico,1992,332.78,14.806,436.36,89.72,36.52,87075136.0
1993_Mexico,Mexico,1993,338.067,18.203,456.02,97.55,37.01,88625440.0
1994_Mexico,Mexico,1994,351.528,20.247,481.89,98.15,37.12,90156396.0
1995_Mexico,Mexico,1995,331.597,22.266,462.6,99.13,36.49,91663290.0
1996_Mexico,Mexico,1996,345.766,25.197,487.16,101.91,36.64,93147045.0
1997_Mexico,Mexico,1997,368.645,25.574,515.25,106.34,36.55,94611008.0
1998_Mexico,Mexico,1998,388.357,26.267,551.2,114.51,40.22,96056313.0
1999_Mexico,Mexico,1999,390.516,26.003,529.75,106.74,38.18,97484823.0
2000_Mexico,Mexico,2000,396.066,26.7,556.17,109.03,38.31,98899845.0
2001_Mexico,Mexico,2001,410.698,30.638,550.63,105.51,37.62,100298152.0
2002_Mexico,Mexico,2002,411.968,34.701,557.0,107.35,35.22,101684764.0
2003_Mexico,Mexico,2003,437.758,42.458,584.26,114.02,37.11,103081020.0
2004_Mexico,Mexico,2004,438.857,37.882,583.84,107.39,35.16,104514934.0
2005_Mexico,Mexico,2005,463.993,46.808,611.1,112.54,38.3,106005199.0
2006_Mexico,Mexico,2006,476.565,50.288,626.78,115.83,37.31,107560155.0
2007_Mexico,Mexico,2007,479.787,45.84,648.26,121.97,38.02,109170503.0
2008_Mexico,Mexico,2008,492.98,40.784,678.72,137.28,37.36,110815272.0
2009_Mexico,Mexico,2009,475.903,40.813,662.87,135.71,37.75,112463886.0
2010_Mexico,Mexico,2010,463.783,51.054,665.54,130.23,37.78,114092961.0
2011_Mexico,Mexico,2011,484.165,56.041,681.94,134.84,40.16,115695468.0
2012_Mexico,Mexico,2012,496.3,49.223,672.08,125.01,40.33,117274156.0
2013_Mexico,Mexico,2013,490.13,49.977,667.84,126.2,44.67,118827158.0
2014_Mexico,Mexico,2014,481.129,48.944,655.74,131.62,38.66,120355137.0
2015_Mexico,Mexico,2015,481.975,44.114,677.89,142.73,39.24,121858251.0
2016_Mexico,Mexico,2016,482.798,47.621,688.38,144.88,43.7,123333379.0
1990_Moldova,Moldova,1990,36.634,7.463,37.06,5.71,2.17,4365562.0
1991_Moldova,Moldova,1991,29.631,6.496,31.01,5.7,2.03,4375053.0
1992_Moldova,Moldova,1992,20.978,4.008,25.8,5.2,1.59,4376804.0
1993_Moldova,Moldova,1993,15.846,3.836,22.45,4.81,1.5,4371155.0
1994_Moldova,Moldova,1994,12.427,3.697,19.39,5.06,1.46,4358790.0
1995_Moldova,Moldova,1995,11.405,2.246,17.33,4.96,1.47,4340602.0
1996_Moldova,Moldova,1996,11.687,1.982,15.54,4.99,1.4,4316225.0
1997_Moldova,Moldova,1997,7.301,0.997,13.83,4.44,1.06,4286477.0
1998_Moldova,Moldova,1998,6.444,0.983,12.35,4.07,0.9,4254835.0
1999_Moldova,Moldova,1999,4.685,0.447,10.98,4.07,0.83,4225835.0
2000_Moldova,Moldova,2000,3.573,0.366,10.14,3.9,0.79,4202659.0
2001_Moldova,Moldova,2001,3.787,0.26,10.73,3.65,0.96,4187096.0
2002_Moldova,Moldova,2002,4.052,0.278,10.94,3.69,0.87,4178228.0
2003_Moldova,Moldova,2003,4.404,0.337,11.54,3.75,0.85,4173276.0
2004_Moldova,Moldova,2004,4.613,0.319,11.5,3.67,0.89,4167962.0
2005_Moldova,Moldova,2005,4.938,0.286,11.77,3.57,0.87,4159296.0
2006_Moldova,Moldova,2006,5.03,0.344,11.45,3.46,0.83,4146264.0
2007_Moldova,Moldova,2007,4.979,0.169,11.73,3.54,0.82,4130129.0
2008_Moldova,Moldova,2008,5.19,0.326,11.48,3.34,0.83,4112886.0
2009_Moldova,Moldova,2009,4.54,0.348,10.86,3.27,0.73,4097515.0
2010_Moldova,Moldova,2010,4.831,0.326,11.57,3.3,0.79,4086090.0
2011_Moldova,Moldova,2011,4.945,0.333,11.54,3.35,0.86,4079167.0
2012_Moldova,Moldova,2012,4.766,0.414,11.32,3.33,0.84,4075804.0
2013_Moldova,Moldova,2013,4.899,0.553,10.47,3.34,0.94,4074585.0
2014_Moldova,Moldova,2014,4.759,0.366,11.05,3.39,1.01,4073407.0
2015_Moldova,Moldova,2015,4.782,0.37,11.66,3.41,1.15,4070705.0
2016_Moldova,Moldova,2016,4.904,0.279,11.84,3.37,1.32,4066013.0
1990_Mongolia,Mongolia,1990,9.89,7.306,52.1,9.57,8.37,2184139.0
1991_Mongolia,Mongolia,1991,12.121,10.174,54.4,9.85,8.54,2217918.0
1992_Mongolia,Mongolia,1992,10.994,9.197,52.23,9.67,8.48,2243495.0
1993_Mongolia,Mongolia,1993,9.263,7.595,51.01,9.55,8.41,2263196.0
1994_Mongolia,Mongolia,1994,7.927,6.8,49.27,9.41,8.31,2280475.0
1995_Mongolia,Mongolia,1995,7.899,6.841,50.15,10.07,8.62,2298017.0
1996_Mongolia,Mongolia,1996,8.023,6.833,49.49,10.66,8.92,2316571.0
1997_Mongolia,Mongolia,1997,7.688,6.522,56.55,13.14,10.02,2335744.0
1998_Mongolia,Mongolia,1998,7.687,6.434,50.79,11.75,9.63,2355667.0
1999_Mongolia,Mongolia,1999,7.535,6.298,50.74,11.79,9.56,2376228.0
2000_Mongolia,Mongolia,2000,7.487,6.137,54.73,12.83,9.98,2397417.0
2001_Mongolia,Mongolia,2001,7.87,6.356,46.95,10.03,8.75,2419594.0
2002_Mongolia,Mongolia,2002,8.262,6.778,48.19,9.04,8.22,2443261.0
2003_Mongolia,Mongolia,2003,8.008,6.383,43.79,7.96,8.03,2468765.0
2004_Mongolia,Mongolia,2004,8.571,6.79,44.67,7.88,7.98,2496394.0
2005_Mongolia,Mongolia,2005,8.574,6.814,46.54,8.41,8.35,2526429.0
2006_Mongolia,Mongolia,2006,9.406,7.369,57.51,11.1,9.16,2558854.0
2007_Mongolia,Mongolia,2007,12.079,9.57,59.73,12.42,10.06,2593819.0
2008_Mongolia,Mongolia,2008,12.017,9.34,59.18,12.39,10.11,2631899.0
2009_Mongolia,Mongolia,2009,13.074,10.647,55.36,11.76,10.22,2673794.0
2010_Mongolia,Mongolia,2010,13.82,11.179,51.17,9.06,8.61,2719902.0
2011_Mongolia,Mongolia,2011,21.426,18.203,56.18,10.78,9.55,2770357.0
2012_Mongolia,Mongolia,2012,35.031,31.397,60.47,12.57,10.54,2824698.0
2013_Mongolia,Mongolia,2013,43.559,39.791,61.5,12.78,10.52,2881783.0
2014_Mongolia,Mongolia,2014,29.586,26.014,63.5,14.49,11.47,2940111.0
2015_Mongolia,Mongolia,2015,23.243,19.697,68.86,17.05,12.37,2998433.0
2016_Mongolia,Mongolia,2016,25.327,22.086,67.6,17.12,12.74,3056358.0
1990_Montenegro,Montenegro,1990,1.915,1.368,1.36,0.96,0.18,615004.0
1991_Montenegro,Montenegro,1991,1.355,0.865,1.35,0.94,0.17,615736.0
1992_Montenegro,Montenegro,1992,1.483,1.182,1.23,0.83,0.14,617181.0
1993_Montenegro,Montenegro,1993,1.294,1.073,1.24,0.83,0.13,618863.0
1994_Montenegro,Montenegro,1994,1.257,1.056,1.25,0.82,0.14,620076.0
1995_Montenegro,Montenegro,1995,1.327,1.114,1.32,0.85,0.15,620419.0
1996_Montenegro,Montenegro,1996,1.553,1.12,1.34,0.85,0.16,619705.0
1997_Montenegro,Montenegro,1997,1.67,1.093,1.36,0.84,0.16,618216.0
1998_Montenegro,Montenegro,1998,1.758,1.246,1.37,0.84,0.16,616340.0
1999_Montenegro,Montenegro,1999,1.212,0.959,1.35,0.8,0.15,614652.0
2000_Montenegro,Montenegro,2000,1.521,1.23,1.3,0.74,0.14,613558.0
2001_Montenegro,Montenegro,2001,1.667,1.184,1.24,0.71,0.15,613170.0
2002_Montenegro,Montenegro,2002,1.766,1.221,1.24,0.7,0.14,613371.0
2003_Montenegro,Montenegro,2003,1.889,1.289,1.25,0.7,0.13,614081.0
2004_Montenegro,Montenegro,2004,2.041,1.345,1.1,0.69,0.17,615137.0
2005_Montenegro,Montenegro,2005,1.751,0.993,2.87,0.65,0.15,616388.0
2006_Montenegro,Montenegro,2006,2.063,1.257,-12.66,0.7,0.17,617863.0
2007_Montenegro,Montenegro,2007,2.056,1.024,-12.82,0.76,0.19,619554.0
2008_Montenegro,Montenegro,2008,2.605,1.512,-12.39,0.79,0.18,621312.0
2009_Montenegro,Montenegro,2009,1.682,0.817,-13.51,0.83,0.18,622933.0
2010_Montenegro,Montenegro,2010,2.422,1.623,-12.7,0.87,0.19,624279.0
2011_Montenegro,Montenegro,2011,2.407,1.677,4.12,0.86,0.19,625271.0
2012_Montenegro,Montenegro,2012,2.213,1.506,3.85,0.88,0.21,625931.0
2013_Montenegro,Montenegro,2013,2.151,1.452,3.72,0.83,0.18,626342.0
2014_Montenegro,Montenegro,2014,2.107,1.418,3.57,0.84,0.18,626650.0
2015_Montenegro,Montenegro,2015,2.239,1.495,3.74,0.85,0.19,626957.0
2016_Montenegro,Montenegro,2016,2.015,1.183,3.42,0.83,0.18,627271.0
1990_Morocco,Morocco,1990,22.298,4.221,30.92,11.38,6.51,24807461.0
1991_Morocco,Morocco,1991,23.688,4.874,32.27,11.21,6.36,25260407.0
1992_Morocco,Morocco,1992,24.737,4.184,33.37,11.05,5.84,25711410.0
1993_Morocco,Morocco,1993,26.779,4.763,33.04,10.26,5.6,26155204.0
1994_Morocco,Morocco,1994,28.124,5.309,36.2,10.52,6.3,26584473.0
1995_Morocco,Morocco,1995,28.75,6.314,36.85,10.51,5.86,26994255.0
1996_Morocco,Morocco,1996,29.525,8.051,37.5,10.88,6.48,27383472.0
1997_Morocco,Morocco,1997,29.978,7.682,39.49,11.3,6.57,27754573.0
1998_Morocco,Morocco,1998,30.881,8.57,40.33,11.32,6.74,28110447.0
1999_Morocco,Morocco,1999,31.986,8.295,42.57,11.67,7.01,28455504.0
2000_Morocco,Morocco,2000,33.199,10.028,43.72,12.03,7.06,28793672.0
2001_Morocco,Morocco,2001,36.806,12.773,46.84,12.17,7.17,29126323.0
2002_Morocco,Morocco,2002,37.306,13.105,48.59,12.27,7.48,29454765.0
2003_Morocco,Morocco,2003,36.57,12.234,48.93,12.55,7.51,29782884.0
2004_Morocco,Morocco,2004,42.226,13.689,53.46,12.85,7.79,30115196.0
2005_Morocco,Morocco,2005,44.661,14.084,56.32,13.02,8.17,30455563.0
2006_Morocco,Morocco,2006,46.249,14.699,69.13,13.43,8.57,30804689.0
2007_Morocco,Morocco,2007,48.913,15.078,70.35,13.65,8.03,31163670.0
2008_Morocco,Morocco,2008,51.369,14.121,73.38,14.03,8.14,31536807.0
2009_Morocco,Morocco,2009,50.86,13.168,74.0,14.33,8.03,31929087.0
2010_Morocco,Morocco,2010,54.365,13.223,77.76,14.82,8.2,32343384.0
2011_Morocco,Morocco,2011,54.868,11.465,80.75,15.46,8.57,32781860.0
2012_Morocco,Morocco,2012,56.954,11.462,82.94,15.78,8.15,33241898.0
2013_Morocco,Morocco,2013,56.606,11.212,83.77,16.22,8.93,33715705.0
2014_Morocco,Morocco,2014,57.175,15.3,85.57,16.67,8.83,34192358.0
2015_Morocco,Morocco,2015,58.547,16.844,88.35,16.98,9.24,34663608.0
2016_Morocco,Morocco,2016,58.457,16.235,88.05,17.2,8.79,35126274.0
1990_Mozambique,Mozambique,1990,0.989,0.154,60.29,13.95,10.0,12987292.0
1991_Mozambique,Mozambique,1991,0.949,0.165,60.25,13.99,10.12,13328029.0
1992_Mozambique,Mozambique,1992,1.038,0.158,60.61,14.06,10.23,13805999.0
1993_Mozambique,Mozambique,1993,1.192,0.158,61.02,14.13,10.37,14370950.0
1994_Mozambique,Mozambique,1994,1.08,0.158,60.99,14.16,10.49,14948050.0
1995_Mozambique,Mozambique,1995,1.109,0.15,61.16,14.25,10.57,15483277.0
1996_Mozambique,Mozambique,1996,1.092,0.066,58.46,12.76,9.27,15960445.0
1997_Mozambique,Mozambique,1997,1.17,0.066,56.18,11.39,8.21,16397175.0
2007_Mozambique,Mozambique,2007,2.189,0.026,61.08,16.43,11.67,21673319.0
2008_Mozambique,Mozambique,2008,2.18,0.026,62.84,17.19,12.69,22276596.0
2009_Mozambique,Mozambique,2009,2.439,0.026,60.31,15.83,11.34,22894718.0
2010_Mozambique,Mozambique,2010,2.635,0.026,63.05,16.95,12.75,23531567.0
2011_Mozambique,Mozambique,2011,3.107,0.125,69.02,16.19,11.68,24187500.0
2012_Mozambique,Mozambique,2012,2.981,0.04,70.54,17.36,12.12,24862673.0
2013_Mozambique,Mozambique,2013,3.576,0.037,73.23,19.01,12.67,25560752.0
2014_Mozambique,Mozambique,2014,7.899,0.824,75.07,19.47,12.95,26286192.0
2015_Mozambique,Mozambique,2015,6.304,0.429,75.55,19.29,12.45,27042001.0
2016_Mozambique,Mozambique,2016,8.155,0.051,76.12,18.54,11.62,27829930.0
1990_Myanmar,Myanmar,1990,4.236,0.275,176.97,53.8,15.88,41335188.0
1991_Myanmar,Myanmar,1991,4.137,0.289,176.39,53.27,15.92,41890192.0
1992_Myanmar,Myanmar,1992,4.842,0.121,178.99,55.45,16.13,42401686.0
1993_Myanmar,Myanmar,1993,5.303,0.051,181.71,57.36,16.38,42889992.0
1994_Myanmar,Myanmar,1994,6.196,0.04,184.23,58.57,16.85,43383421.0
1995_Myanmar,Myanmar,1995,6.907,0.066,187.24,60.13,17.08,43901598.0
1996_Myanmar,Myanmar,1996,7.203,0.048,176.69,52.95,14.9,44452203.0
1997_Myanmar,Myanmar,1997,7.445,0.051,174.34,51.24,14.71,45027223.0
1998_Myanmar,Myanmar,1998,8.036,0.055,180.75,54.95,15.98,45611220.0
1999_Myanmar,Myanmar,1999,8.93,0.366,186.26,58.8,16.52,46181075.0
2000_Myanmar,Myanmar,2000,10.044,1.359,183.03,55.87,15.65,46719698.0
2001_Myanmar,Myanmar,2001,8.681,1.565,159.98,57.72,15.73,47225119.0
